Classical,Early DL,Physics DL,Adv DL
1.475493963931984,1.3165194666666666,1.4836002666666666,1.3071661
1.1875994363035038,1.0190010866666668,1.0875910466666667,0.9855753333333334
1.0722868614287993,0.9568625866666668,1.0447124333333333,0.8680678500000001
0.975301193709616,0.7646226,0.9662839,0.6814545200000001
0.9450663448606758,1.0429778200000002,0.7255878133333332,0.6148216166666667
0.9320687029102128,0.8440803333333333,0.7341870666666667,0.79372377
0.8116248275320675,0.8691388533333334,0.7490230766666667,0.5462948333333334
0.8755015567563417,1.0102023333333332,0.9718800233333336,0.6820588500000001
0.876285717066199,1.0399155833333331,0.7290195433333334,0.5419122766666666
0.8671118949828718,0.8717351133333334,0.7452072666666667,0.5152981466666667
0.8004474622589788,0.9841792766666668,0.99318094,0.6017210466666666
0.8479349983607941,0.8313035000000001,0.8963620200000001,0.5753373533333334
0.8325813911221033,0.91889748,0.7328041466666666,0.52794188
0.8172746069736235,0.7833004166666666,0.9073460466666666,0.5573597
0.8537264763479125,0.7112473533333334,0.7504402200000001,0.5806133166666666
0.7681277125767368,0.7915558966666666,0.8260407766666668,0.3579116033333333
0.7283561397221181,0.6981936466666667,0.7547031999999999,0.6263351633333333
0.7737127201869834,0.8963243866666666,0.6321209833333334,0.4808973666666667
0.8507714937276406,0.94715121,0.7174493466666666,0.5770583066666667
1.1414430463116172,0.7597798,0.6814947333333333,0.6262715
0.9571959072990004,0.8394060466666667,0.6960196,0.6309493733333333
0.8906245560849161,0.8263649333333333,0.7020865400000001,0.5397965166666667
0.8794580402196561,1.0727546666666667,0.7982821533333334,0.58825619
0.9428126175029607,1.03087208,0.74882357,0.6363818266666667
0.9378832731125096,1.1164510333333333,0.8316182866666667,0.5151832633333333
0.9763398120877976,1.1010698333333333,0.7494688333333334,0.64948442
0.8992784495151908,0.9430748,0.6811879666666667,0.6396537333333333
0.9960201172195798,0.9546155,0.6821646266666667,0.7140131399999999
0.9092185552701952,1.0609994833333334,0.9352168533333334,0.7872695766666666
0.869665577248282,1.0034173466666667,0.7193024166666667,0.8230912466666668
0.9498313926241554,1.0890895333333332,1.3610395666666666,0.5117213433333333
0.9289907422175776,1.0175939566666667,1.00972605,0.6888672566666667
0.9477515352753474,0.89988414,1.0506286333333332,0.7598062666666667
0.8397236214352057,0.9644157166666668,0.81527315,0.5151302513333333
0.8321004784021624,0.9675766166666668,0.7054693666666667,0.58739448
0.8579356114993629,0.6345627666666668,1.0023657,0.4924942633333333
2.6699263200329497,1.2897956666666666,1.7915869333333332,1.9098120666666667
2.263550883597853,1.0432917466666665,1.87058705,1.7036543000000002
3.4572457053118555,1.0718249866666667,1.26206632,1.7834541333333334
3.369357227569718,1.6492305866666666,1.3168605166666667,1.6894387333333336
2.0681022019156874,0.9724353333333332,0.9721249666666668,1.2145779
3.9362449427343313,1.374181366666667,1.5511393666666666,1.6429932333333337
2.856342947409296,0.9660489433333334,1.3019192666666666,1.5763910366666665
2.000596171372307,0.8804500033333333,1.0020858,1.2437475466666668
1.4674238360572638,0.6982553233333334,0.62607352,0.8373490866666667
1.0777801519584176,1.0438112233333332,0.8525438199999998,0.5143857166666667
1.0868826065187256,0.8242614966666667,0.6957826466666667,0.8645814333333334
1.6055262512036377,0.8701620466666666,0.9423371,0.8913159999999999
1.8967116172376135,0.9208938566666668,1.0676200999999998,0.9569152
1.6283127060858753,1.00279555,0.9502986766666668,0.7702015033333334
1.904403752407856,1.2109754333333334,1.3387178666666666,1.3532622
2.2361713840958646,1.2831564666666666,1.1360977666666667,1.0221169
2.4360773539855565,1.08510832,1.1634367,1.4016084333333332
2.398904922894232,1.1967055533333333,0.7604732133333333,1.11683468
2.5656934895286057,0.8496404866666666,1.1860247333333334,1.154696
2.369683814413304,1.3600315333333333,0.8720336633333333,1.6211978
4.61381355123592,1.2401966333333334,1.6159377666666668,1.3351629766666668
3.2136312772073765,0.8755460433333333,1.1199565666666669,1.35048475
2.781102659295307,0.8862957666666667,0.9993018666666668,1.1938170666666668
2.315692618843537,0.8541574433333333,0.8145299,1.0224384000000002
4.7974051036488445,0.8494663333333333,0.8312730333333334,1.2113326666666666
3.302253165666052,1.381584666666667,1.2787920666666668,1.4932977733333337
2.8916802262390746,0.9897421766666668,1.0733363,1.1221517333333333
3.0270704715704544,1.0564736466666669,1.1735981466666667,1.2666264133333334
4.017243990246404,1.3304230333333331,0.8949372933333333,1.8238646333333333
4.026546435925039,1.0428982566666667,1.2553044666666666,1.5670727999999998
3.61857573664078,1.0693204666666667,1.2284965666666663,1.4699822666666666
4.142705660483266,1.3692656333333335,1.3299253533333333,1.7308401
4.303105612419061,1.6290822333333332,1.5843030866666667,2.5321634333333334
2.918501417722807,1.0107503,1.2127092,1.5442928666666669
2.692915393224513,1.1994736133333332,1.1776152,1.5679131733333336
1.6051995547776048,1.2387101333333332,0.9701757833333334,1.0311761333333334
2.7582470432576343,1.3333965,1.4793002666666666,1.3737780666666666
1.4834075095661827,1.2381557666666667,1.5441634000000002,1.2696377833333334
1.01525475820241,1.0988477333333333,1.4423586999999998,1.0595442666666666
0.938495677702182,1.1678795,1.4676138333333333,0.9049957733333333
0.964048297644182,1.03046716,1.1225734,0.7350114
0.922342851041289,1.0550800666666666,1.4301017666666669,0.8196808633333333
0.9764963718282316,1.0314989,1.3821276999999998,0.6775265666666668
0.9848295428519028,1.0346511833333334,1.2965234333333333,0.79265708
1.0509102729586506,0.9582477333333334,1.0696058166666669,0.7196186
0.956502835187478,0.9183018,1.2071667999999998,0.8400754633333333
0.9881742027525714,0.9254211,1.2743394666666668,0.8340739466666666
1.1894635983962571,1.17067019,1.03074261,0.6535141866666666
1.1414708763095285,1.0746100666666667,1.073335266666667,0.8555012
1.1800208188730694,1.1925337,0.9493803466666666,0.8643770133333333
1.31161548406863,1.027767986666667,0.9966480233333334,0.7316629366666666
1.1652894410303094,0.9966486766666668,0.91241005,0.93269073
1.1627148505324534,1.0817090833333334,1.1061521333333333,0.7449975566666667
1.2003743618239913,1.0374078,1.2441366333333332,0.8210005466666667
1.2009988155633688,0.8193234866666667,1.10358021,0.9172791666666668
1.1401628665804056,1.0644494333333334,1.3021069833333334,0.9292853233333332
1.0698861295838735,1.1437621666666666,0.9108584,0.9267681466666664
1.0153437812748505,0.921278,1.1507599833333333,0.7355967966666667
1.0061092208459868,0.9170264,0.7277390166666667,0.73390589
0.9751531592088352,0.8251363066666667,0.4569757566666667,0.5379133033333334
0.944639012517512,0.90253211,0.7235711866666668,0.77356679
1.02617438708103,0.9050225333333332,0.9879296766666666,0.6528412033333334
1.089683882900951,0.8791450866666667,0.9944650233333334,0.7175649000000001
0.9895621324232234,1.0557119,1.05605148,0.8481914466666667
0.9716072419804886,1.1002545166666666,1.1237891766666666,0.8312959533333334
0.9753289886967896,0.9782569866666666,1.0736509333333333,0.86011588
1.0417164846585365,0.9270154666666668,1.0328857333333332,0.6137285666666666
1.0328623043236111,0.7506226733333333,0.9320299566666668,0.69320051
0.9618763035746736,0.65855102,0.6746914666666667,0.4321499066666667
0.7791249434806203,0.7057275933333332,0.7213816999999999,0.5341005466666667
0.7057372911838717,0.80737345,0.7347622,0.5506001399999999
1.8784617910678432,1.1189677333333334,1.6598977133333337,1.7568661333333333
1.947639873196061,0.9324802666666666,1.9356349333333331,1.03019408
1.834346131507548,0.9736143666666668,1.2731913333333331,1.0306110233333334
2.0212660921417536,1.4743617666666669,1.5345049166666664,1.7430589
1.9408279852098973,1.3680421,1.6939718666666668,1.0723997733333333
1.5331368172165447,1.1834623333333334,1.091271366666667,0.9667151766666664
2.5359125059423206,1.1371568333333335,1.5339571866666668,1.1750966466666666
1.9162299595677956,1.38471588,1.5628588333333333,1.298722623333333
1.4549690267272268,1.2090433333333337,1.2696709333333331,1.24735979
1.3456098399869518,0.9809044666666668,0.9740682,0.7352628566666667
1.2288256605435872,0.9620864133333332,0.9858123333333334,0.5354847399999999
1.2157282694741407,0.8046223666666666,0.9142531166666666,0.6305013333333332
1.2572221553784464,0.7996713933333334,0.7750060333333333,0.5566833833333333
1.680401704409651,0.7821105199999999,0.9353967,0.9158290166666668
1.448971202252145,0.665093,0.8214357766666667,0.7582208333333335
1.475819052575602,0.8356235333333334,0.9406744333333332,0.5361039500000001
1.513285060100592,0.8592725566666667,0.80373312,0.6985448133333333
1.7223787942086757,1.1691618333333331,0.91404458,0.7423251766666666
2.0919590334689704,0.9433384333333332,0.8289627433333333,0.6577005766666667
3.1689049224632857,1.1349137,1.28525908,0.68454558
3.244409329578548,1.032957116666667,1.0352184866666667,0.8546837633333334
3.118256354624574,1.0905947666666669,0.986419,1.0795803666666668
2.007457061399364,1.0455987133333335,0.9652411333333334,0.7575353133333333
1.5738344300144045,1.0749173666666667,1.1682543666666667,0.9116625566666668
3.219766389768932,0.9954211833333332,1.1027767133333335,1.2923560666666667
2.6946727405568858,1.0838399533333332,0.91666475,0.9852468533333334
2.58436674886948,1.2801759333333331,1.3424229333333333,0.9212976333333334
2.6202636665962795,0.6244780533333333,0.7181941566666667,0.7888816900000001
2.8446659951256894,0.8491066566666667,1.1179110666666665,1.0433518133333333
2.5886283294504264,0.6804461233333333,1.2810105333333337,1.1453555766666663
2.6137554674810155,0.91701359,1.3709841866666668,1.4695771133333333
3.038792985775839,1.0256817333333332,1.2452203666666668,2.1527534
2.789214769737673,0.9651338666666668,1.358855733333333,1.3390197666666666
2.0169171509050776,1.06075489,0.9187678233333332,1.1429139666666668
1.6220592898552992,0.97828398,0.8633391333333332,1.2115198333333332
1.7570018898287474,0.8380678,0.7194493866666667,1.2440407533333333
1.5115766511200217,0.7440803766666666,0.8157242333333334,0.9648159933333332
1.6651743636075096,0.69513408,0.8149753133333334,1.0066844766666667
1.753601744922797,1.1435296333333334,0.8113661333333333,0.80819406
1.5620962972047945,0.6190206633333334,0.8026156999999999,0.9461385666666664
1.631408453994595,1.5649383,0.9816960866666666,1.0681595566666668
2.064611573343891,1.156290423333333,0.9137993666666668,1.1213954
6.726924562805524,1.4356401,1.764955066666667,1.8296510666666668
2.018714681840001,1.1096373233333334,1.4797326999999998,0.9435461433333332
1.6964131523117476,0.9686909566666668,1.2679872666666665,1.0236960899999998
1.175847239356094,0.98254879,1.4682160666666668,0.8550500400000001
1.1720692445753704,1.1592747333333333,1.5673551999999995,1.351933066666667
1.1225833350703949,1.0279780666666667,1.118340033333333,1.2968517666666666
1.0873728816853596,0.8554223166666667,1.133100166666667,0.9079830666666668
1.176784229872409,1.02069195,1.2304371333333333,0.8145201666666667
1.1591401339516232,1.0244990333333333,0.9587803133333336,1.0999433666666667
1.35125229877551,0.9129156000000002,1.0373155333333333,0.9597198533333332
1.184616653256901,1.05548752,0.85682946,0.67278155
1.2878510886616998,1.1000906333333331,0.7968887066666666,0.7774168499999999
1.1573788241073717,0.8010943133333334,0.9446050533333334,0.6539600900000001
1.16291113832808,1.193664533333333,0.7033234966666667,0.7475816933333334
0.9289631903888386,1.0874656,0.91184332,0.4650255266666667
1.1551934507567658,1.1903084333333334,0.7641995466666667,0.7369061
1.1195003142786335,0.60996776,0.5979487,0.5840682233333333
1.203519103671302,0.90698242,0.8877230533333332,0.7922254166666667
1.33937071790775,1.0239132,0.9785422466666668,0.5823230466666667
1.17971519978592,0.9165167566666668,0.7063291500000001,0.7011173266666666
1.1417349021589094,0.8683199133333334,0.5091660833333334,0.7164056833333333
1.0945453949986048,0.9178918,0.7480785133333333,0.6413615
0.997924432102886,0.7658133566666666,0.8778620666666668,0.3588584233333333
0.9930283893287232,0.7889985766666667,0.8868761933333333,0.8810956000000001
0.926282833700552,0.67690171,0.7354930133333334,0.6619208799999999
0.9397612308061314,0.8045597666666667,0.9032671,0.5457868499999999
0.8857103081460646,0.7411598,0.85728165,0.54141376
0.9652127717288972,0.64703951,0.8433506666666667,0.60676071
1.0237702595316158,0.7893900166666666,0.6069613500000001,0.6708053500000001
1.2610663927320929,0.7727136333333333,0.75043558,0.7677653000000001
1.5175106718600253,1.0761155666666669,0.8006858233333333,0.82572358
1.6615136150858654,0.9060005666666668,0.8175863966666667,0.9074625433333332
0.9938869153156916,0.7659239800000001,0.7445537333333333,0.6660731633333333
0.9139079515032292,0.7922123033333334,0.8207463366666666,0.4823072766666667
1.033109388662932,0.8631534666666667,0.7503653666666666,0.47751561
0.8823751738466393,0.76713146,0.7654167833333333,0.5775968833333333
0.6798009295560216,0.7926396866666666,0.5869034433333333,0.5026074500000001
0.9457997677236084,0.9017385333333332,0.6801393566666666,0.51426558
