NMSE,PSNR,SSIM,HFEN,VIF,LPIPS,TIME
1.0404027982528365,25.27579281022035,0.604093732742672,0.8568181778886327,1.475493963931984,0.20252374062935508,1.257388671239217
0.20242469987630674,26.903386006973992,0.6290625606540617,0.814878180704781,1.1875994363035038,0.16384120285511014,1.1880463759104412
0.06655823026226497,28.45838629113113,0.7013839074804623,0.8022662726661256,1.0722868614287993,0.15170448025067643,1.1771121025085451
0.06611070587767733,27.168439358725724,0.720463782067219,0.7999536901933868,0.975301193709616,0.15424288809299466,1.2122149467468264
0.09498985160801804,25.934829493938697,0.7014696659183753,0.7987960923899736,0.9450663448606758,0.1668665135900179,1.192691485087077
0.12473701942443212,25.817834355791252,0.7031336455448783,0.7613768439770817,0.9320687029102127,0.17552230507135388,1.2275723616282146
0.153135074230398,24.926291701991442,0.660895314190392,0.7787411995123081,0.8116248275320675,0.19287351270516706,1.2544283866882324
0.16884834992392564,25.331300796044847,0.6502794117699349,0.7830123903643348,0.8755015567563417,0.2021315172314643,0.9550248781840006
0.18314278641919732,25.61789065799015,0.6636153577143254,0.7761435481423217,0.876285717066199,0.2110325445731481,0.733647584915161
0.19854269828319396,25.57152065184698,0.6570679374177338,0.7838935171420189,0.8671118949828718,0.224676489830017,0.717907190322876
0.20562477955674888,25.2371442104359,0.6287028090649646,0.8167100592941853,0.8004474622589788,0.25286846856276196,0.8641510804494222
0.2076147481573379,24.864732127129695,0.6375049056451978,0.825100337612251,0.8479349983607941,0.2748137364784876,1.2708853880564372
0.21184830650465972,24.818669988451948,0.6363999131390857,0.8104207018786571,0.8325813911221033,0.276026760538419,0.7609773476918539
0.2174206497287828,24.67203531866547,0.6264443319212222,0.800560781530951,0.8172746069736235,0.2728495647509892,0.7449740568796793
0.21737493321094317,24.226267933847677,0.6334070707194804,0.8182209648651435,0.8537264763479125,0.29006465772787726,0.6856831709543866
0.21975133479323652,24.059224338196756,0.6133615315797646,0.816963685866266,0.7681277125767368,0.2974092861016591,0.6883631547292074
0.222272823590711,23.306136294504224,0.6096942700494382,0.822896771596882,0.7283561397221181,0.3105518917242686,0.7388426462809244
0.22187157538890387,23.70385741116875,0.6176454233193426,0.8484174083271331,0.7737127201869834,0.31509460508823395,0.71925417582194
0.22763800208327997,23.03309720276643,0.6228705419420278,0.8346410598905479,0.8507714937276406,0.3226952503124873,0.6834359963734945
0.27122602724029865,20.146581597431645,0.6354359502982992,0.8231551436098511,1.1414430463116172,0.3149901727835337,0.6805688540140787
0.23514927047170694,22.802709407320307,0.6456435761384015,0.8449804751993867,0.9571959072990004,0.3119097650051117,0.6905461947123209
0.22635101506885366,23.724860684995406,0.6496785242460361,0.8305275344049651,0.8906245560849161,0.3152198493480682,0.7009609540303549
0.22487567050132173,23.961403089931093,0.653155137991477,0.8156117371070853,0.8794580402196561,0.31592124700546265,0.7240860462188721
0.230777339261956,23.71734434511936,0.651441835201742,0.8247574771769184,0.9428126175029607,0.3219977368911107,0.6982103188832601
0.23850530043708726,23.532165643877374,0.6490213740457677,0.8373741756625651,0.9378832731125096,0.32340677579243976,0.7365388870239258
0.25215055203345144,22.881136557980327,0.6550175036497635,0.834712234783856,0.9763398120877977,0.32291261355082196,0.7391736507415773
0.2528255024205685,23.53836737524678,0.6592353305890426,0.8580296883385884,0.8992784495151908,0.3289953370889028,0.7117698192596436
0.2582996223209757,23.28418317078201,0.6645416168084203,0.8569795677285522,0.9960201172195798,0.3243089765310287,0.7005306084950765
0.24003156199675746,24.17222212986157,0.6661702765068503,0.8799423282690447,0.9092185552701952,0.3219366073608398,0.7000163396199545
0.23071357291022374,25.532753102722467,0.6862587881664473,0.8181958212968636,0.869665577248282,0.2825135936339696,0.7378507455190023
0.22882570806109456,25.34615226207231,0.7037944225093237,0.8258772589396043,0.9498313926241554,0.2715397924184799,0.7490262190500895
0.2247159334115966,25.47553286599222,0.7121150168212357,0.8127316213141597,0.9289907422175777,0.2624714473883311,0.7351396083831788
0.22468000894394982,25.62204908942748,0.7266019034567964,0.8182629107151378,0.9477515352753474,0.24224305649598435,0.7270340919494629
0.21894516242057013,27.277771582835566,0.7285156238236022,0.8174287570428294,0.8397236214352057,0.24287095169226322,0.7182482878367106
0.2132454775855609,27.73705852802931,0.7346649462534295,0.8169331949941884,0.8321004784021624,0.23901969691117605,0.7021056811014811
0.21100340476627663,28.10198315060521,0.7498604793490881,0.8090561720551527,0.8579356114993629,0.22028260429700208,0.7543062369028727
1.838912146304519,17.129431364440624,0.41356711907740107,1.1034308268775146,2.6699263200329497,0.4095039591193199,0.7187654177347819
3.6096348905362343,20.578835943143968,0.4633661774553815,0.9492103994206763,2.2635508835978535,0.3479005843400955,0.7130755583445233
6.12120375778041,19.202289381193612,0.47262525343876877,0.9966524960344758,3.4572457053118555,0.3923819934328397,0.6955945491790773
4.289558854625099,18.97959792695349,0.4972850607505371,1.034220814047832,3.369357227569718,0.38476790736118954,0.6898849805196127
2.050210293001238,18.09173119052465,0.4609464967604482,0.9007054855059916,2.0681022019156874,0.4161437104145686,0.7339740594228109
2.9916067013933643,17.29471576412555,0.5225447382747684,0.9881206190459318,3.9362449427343313,0.3764926741520563,0.6918299198150635
3.14989636920269,19.428309512483512,0.5082261471147572,0.9102294978465387,2.8563429474092956,0.3851658180356025,0.699406862258911
1.3677108167987229,19.034040976639083,0.5030499484795512,0.8344464849254104,2.000596171372307,0.3871825834115346,0.7424254417419434
0.6606437559716575,19.681715224222824,0.504155217640411,0.8074656950602562,1.4674238360572638,0.3786098013321559,0.7045355637868246
0.3039287849088301,20.807787585725862,0.5169163753273215,0.8112514603140989,1.0777801519584176,0.3691462228695552,0.6992332935333252
0.2082004899204958,22.384900436063806,0.5674154126985967,0.7907355809263947,1.0868826065187256,0.3437076359987259,0.7080522378285724
0.289481412257633,22.473068203344486,0.6202982297891285,0.793499308247018,1.6055262512036375,0.32716683298349375,0.7304675579071045
0.33096917485225935,22.380676459948734,0.6272202993284459,0.8112302178958369,1.8967116172376137,0.3220900769035021,0.736732006072998
0.2025723812300946,23.108103814925055,0.6431688422305789,0.7845544589506984,1.6283127060858753,0.3249775469303131,0.7536077499389647
0.18945167282055442,24.89296916302332,0.7293010299550083,0.7814251130669666,1.904403752407856,0.2743140881260236,0.6946019331614176
0.2493733450477372,23.418663112953467,0.7223763933522037,0.7998182815144781,2.2361713840958646,0.2829215427239736,0.6947545210520426
0.3358115158762285,23.382712889530286,0.7292804224326991,0.8085834266661435,2.4360773539855565,0.2773263504107793,0.6836631298065186
0.33822854950591213,22.858440294784916,0.716544901224733,0.8228404471033786,2.398904922894232,0.2740998789668083,0.7114539941151937
0.3393671301473186,23.93181444431175,0.7618698760844921,0.7996313879285603,2.5656934895286057,0.25378785530726106,0.6897275447845458
0.2941616611817957,21.207195633461964,0.6665452145845497,0.7988089261847108,2.3696838144133037,0.3312511593103409,0.715928316116333
